country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IT,Italy,Emilia-Romagna,,2020-03-11,-50,-11,-20,-54,-32,18
IT,Italy,Emilia-Romagna,,2020-03-12,-68,-17,-51,-63,-40,23
IT,Italy,Emilia-Romagna,,2020-03-13,-73,-18,-61,-68,-46,27
IT,Italy,Emilia-Romagna,,2020-03-14,-84,-37,-78,-76,-57,26
IT,Italy,Emilia-Romagna,,2020-03-15,-90,-56,-72,-80,-53,22
IT,Italy,Emilia-Romagna,,2020-03-16,-73,-31,-60,-70,-50,26
IT,Italy,Emilia-Romagna,,2020-03-17,-76,-36,-62,-72,-55,29
IT,Italy,Emilia-Romagna,,2020-03-18,-77,-38,-67,-73,-56,30
IT,Italy,Emilia-Romagna,,2020-03-19,-78,-39,-73,-75,-57,31
IT,Italy,Emilia-Romagna,,2020-03-20,-79,-33,-77,-76,-58,33
IT,Italy,Emilia-Romagna,,2020-03-21,-86,-46,-86,-80,-62,28
IT,Italy,Emilia-Romagna,,2020-03-22,-96,-94,-91,-88,-64,24
IT,Italy,Emilia-Romagna,,2020-03-23,-79,-39,-78,-78,-64,32
IT,Italy,Emilia-Romagna,,2020-03-24,-80,-43,-79,-77,-66,34
IT,Italy,Emilia-Romagna,,2020-03-25,-83,-46,-82,-80,-68,35
IT,Italy,Emilia-Romagna,,2020-03-26,-85,-51,-85,-82,-71,37
IT,Italy,Emilia-Romagna,,2020-03-27,-83,-40,-83,-81,-70,38
IT,Italy,Emilia-Romagna,,2020-03-28,-88,-50,-86,-82,-66,29
IT,Italy,Emilia-Romagna,,2020-03-29,-96,-94,-88,-88,-65,24
IT,Italy,Emilia-Romagna,,2020-03-30,-81,-42,-77,-78,-67,33
IT,Italy,Emilia-Romagna,,2020-03-31,-90,-37,-77,-76,-69,35
IT,Italy,Emilia-Romagna,,2020-04-01,-90,-35,-75,-76,-68,35
IT,Italy,Emilia-Romagna,,2020-04-02,-90,-35,-75,-76,-68,35
IT,Italy,Emilia-Romagna,,2020-04-03,-85,-29,-78,-78,-67,36
IT,Italy,Emilia-Romagna,,2020-04-04,-90,-42,-85,-81,-64,28
IT,Italy,Emilia-Romagna,,2020-04-05,-96,-93,-88,-87,-63,24
IT,Italy,Emilia-Romagna,,2020-04-06,-82,-32,-74,-76,-63,31
IT,Italy,Emilia-Romagna,,2020-04-07,-81,-33,-73,-75,-64,33
IT,Italy,Emilia-Romagna,,2020-04-08,-81,-31,-74,-75,-64,33
IT,Italy,Emilia-Romagna,,2020-04-09,-81,-28,-74,-75,-64,33
IT,Italy,Emilia-Romagna,,2020-04-10,-80,-20,-77,-76,-65,35
IT,Italy,Emilia-Romagna,,2020-04-11,-87,-38,-84,-79,-63,27
IT,Italy,Emilia-Romagna,,2020-04-12,-96,-95,-89,-89,-66,24
IT,Italy,Emilia-Romagna,,2020-04-13,-96,-96,-84,-90,-91,43
IT,Italy,Emilia-Romagna,,2020-04-14,-80,-33,-74,-74,-61,31
IT,Italy,Emilia-Romagna,,2020-04-15,-80,-31,-73,-73,-60,31
IT,Italy,Emilia-Romagna,,2020-04-16,-78,-33,-73,-74,-59,32
IT,Italy,Emilia-Romagna,,2020-04-17,-78,-29,-75,-75,-59,33
IT,Italy,Emilia-Romagna,,2020-04-18,-85,-43,-83,-78,-58,27
IT,Italy,Emilia-Romagna,,2020-04-19,-94,-84,-87,-86,-57,23
IT,Italy,Emilia-Romagna,,2020-04-20,-78,-46,-79,-77,-57,29
IT,Italy,Emilia-Romagna,,2020-04-21,-78,-41,-76,-74,-58,31
IT,Italy,Emilia-Romagna,,2020-04-22,-77,-39,-72,-73,-56,30
IT,Italy,Emilia-Romagna,,2020-04-23,-77,-37,-70,-72,-57,30
IT,Italy,Emilia-Romagna,,2020-04-24,-75,-23,-71,-72,-57,31
IT,Italy,Emilia-Romagna,,2020-04-25,-95,-94,-84,-85,-75,30
IT,Italy,Emilia-Romagna,,2020-04-26,-91,-57,-83,-83,-51,22
IT,Italy,Emilia-Romagna,,2020-04-27,-71,-31,-66,-69,-52,26
IT,Italy,Emilia-Romagna,,2020-04-28,-75,-36,-70,-71,-54,27
IT,Italy,Emilia-Romagna,,2020-04-29,-74,-33,-67,-70,-53,28
IT,Italy,Emilia-Romagna,,2020-04-30,-71,-21,-67,-69,-53,27
IT,Italy,Emilia-Romagna,,2020-05-01,-94,-94,-79,-87,-88,45
IT,Italy,Emilia-Romagna,,2020-05-02,-79,-32,-76,-73,-53,25
IT,Italy,Emilia-Romagna,,2020-05-03,-90,-66,-80,-81,-46,22
IT,Italy,Emilia-Romagna,,2020-05-04,-57,-25,-13,-53,-40,18
IT,Italy,Emilia-Romagna,,2020-05-05,-60,-26,-19,-54,-42,20
IT,Italy,Emilia-Romagna,,2020-05-06,-61,-26,-31,-56,-42,21
IT,Italy,Emilia-Romagna,,2020-05-07,-59,-27,-13,-54,-41,20
IT,Italy,Emilia-Romagna,,2020-05-08,-60,-20,-24,-57,-41,21
IT,Italy,Emilia-Romagna,,2020-05-09,-63,-25,-25,-53,-41,16
IT,Italy,Emilia-Romagna,,2020-05-10,-73,-53,-22,-58,-28,13
IT,Italy,Emilia-Romagna,,2020-05-11,-56,-28,-34,-57,-37,18
IT,Italy,Emilia-Romagna,,2020-05-12,-55,-23,-13,-53,-38,19
IT,Italy,Emilia-Romagna,,2020-05-13,-57,-24,-23,-54,-38,19
IT,Italy,Emilia-Romagna,,2020-05-14,-56,-24,-21,-54,-38,18
IT,Italy,Emilia-Romagna,,2020-05-15,-56,-19,-22,-55,-38,19
IT,Italy,Emilia-Romagna,,2020-05-16,-61,-23,-38,-54,-36,16
IT,Italy,Emilia-Romagna,,2020-05-17,-67,-45,-1,-54,-20,12
IT,Italy,Emilia-Romagna,,2020-05-18,-36,-19,1,-46,-31,13
IT,Italy,Emilia-Romagna,,2020-05-19,-41,-18,-21,-49,-33,16
IT,Italy,Emilia-Romagna,,2020-05-20,-38,-16,-7,-47,-33,15
IT,Italy,Emilia-Romagna,,2020-05-21,-35,-16,23,-43,-33,14
IT,Italy,Emilia-Romagna,,2020-05-22,-36,-11,15,-45,-32,14
IT,Italy,Emilia-Romagna,,2020-05-23,-36,-14,23,-36,-25,8
IT,Italy,Emilia-Romagna,,2020-05-24,-43,-29,24,-43,-8,6
IT,Italy,Emilia-Romagna,,2020-05-25,-30,-17,23,-42,-29,11
IT,Italy,Emilia-Romagna,,2020-05-26,-31,-14,25,-42,-30,12
IT,Italy,Emilia-Romagna,,2020-05-27,-31,-13,27,-41,-30,12
IT,Italy,Emilia-Romagna,,2020-05-28,-31,-14,23,-42,-30,12
IT,Italy,Emilia-Romagna,,2020-05-29,-34,-11,-9,-47,-31,14
IT,Italy,Friuli-Venezia Giulia,,2020-02-15,3,1,45,10,1,-1
IT,Italy,Friuli-Venezia Giulia,,2020-02-16,5,5,36,12,1,-1
IT,Italy,Friuli-Venezia Giulia,,2020-02-17,0,1,3,1,0,0
IT,Italy,Friuli-Venezia Giulia,,2020-02-18,5,2,22,4,2,0
IT,Italy,Friuli-Venezia Giulia,,2020-02-19,1,1,12,1,1,0
IT,Italy,Friuli-Venezia Giulia,,2020-02-20,3,1,19,3,1,-1
IT,Italy,Friuli-Venezia Giulia,,2020-02-21,2,2,21,7,0,-1
IT,Italy,Friuli-Venezia Giulia,,2020-02-22,-1,4,49,16,0,-1
IT,Italy,Friuli-Venezia Giulia,,2020-02-23,-5,15,21,11,1,0
IT,Italy,Friuli-Venezia Giulia,,2020-02-24,-5,26,22,-20,-18,5
IT,Italy,Friuli-Venezia Giulia,,2020-02-25,-9,3,3,-23,-18,7
IT,Italy,Friuli-Venezia Giulia,,2020-02-26,-14,-7,-18,-26,-18,7
IT,Italy,Friuli-Venezia Giulia,,2020-02-27,-9,-4,5,-22,-14,6
IT,Italy,Friuli-Venezia Giulia,,2020-02-28,-7,-5,14,-21,-14,6
IT,Italy,Friuli-Venezia Giulia,,2020-02-29,-10,-1,16,-16,-12,4
IT,Italy,Friuli-Venezia Giulia,,2020-03-01,-34,-13,-71,-40,-9,9
IT,Italy,Friuli-Venezia Giulia,,2020-03-02,-12,-5,-21,-29,-13,7
IT,Italy,Friuli-Venezia Giulia,,2020-03-03,-7,-2,-11,-24,-13,6
IT,Italy,Friuli-Venezia Giulia,,2020-03-04,-7,0,-3,-23,-13,6
IT,Italy,Friuli-Venezia Giulia,,2020-03-05,-9,1,2,-24,-13,6
IT,Italy,Friuli-Venezia Giulia,,2020-03-06,-15,-1,-21,-28,-14,8
IT,Italy,Friuli-Venezia Giulia,,2020-03-07,-13,3,25,-16,-13,5
IT,Italy,Friuli-Venezia Giulia,,2020-03-08,-16,9,41,-7,-5,3
IT,Italy,Friuli-Venezia Giulia,,2020-03-09,-21,1,1,-31,-16,8
IT,Italy,Friuli-Venezia Giulia,,2020-03-10,-37,9,-21,-41,-21,13
IT,Italy,Friuli-Venezia Giulia,,2020-03-11,-48,-6,-24,-48,-27,17
IT,Italy,Friuli-Venezia Giulia,,2020-03-12,-71,-13,-57,-60,-37,22
IT,Italy,Friuli-Venezia Giulia,,2020-03-13,-76,-18,-69,-67,-45,27
IT,Italy,Friuli-Venezia Giulia,,2020-03-14,-85,-38,-77,-72,-56,26
IT,Italy,Friuli-Venezia Giulia,,2020-03-15,-90,-55,-77,-75,-48,22
IT,Italy,Friuli-Venezia Giulia,,2020-03-16,-76,-31,-58,-68,-51,26
IT,Italy,Friuli-Venezia Giulia,,2020-03-17,-77,-34,-59,-69,-54,28
IT,Italy,Friuli-Venezia Giulia,,2020-03-18,-79,-37,-66,-71,-54,29
IT,Italy,Friuli-Venezia Giulia,,2020-03-19,-79,-36,-69,-72,-56,30
IT,Italy,Friuli-Venezia Giulia,,2020-03-20,-80,-30,-78,-73,-57,32
IT,Italy,Friuli-Venezia Giulia,,2020-03-21,-87,-45,-84,-76,-59,27
IT,Italy,Friuli-Venezia Giulia,,2020-03-22,-96,-95,-92,-84,-57,24
IT,Italy,Friuli-Venezia Giulia,,2020-03-23,-80,-39,-76,-75,-62,31
IT,Italy,Friuli-Venezia Giulia,,2020-03-24,-81,-41,-77,-74,-63,32
IT,Italy,Friuli-Venezia Giulia,,2020-03-25,-83,-45,-81,-77,-64,34
IT,Italy,Friuli-Venezia Giulia,,2020-03-26,-85,-46,-83,-79,-69,36
IT,Italy,Friuli-Venezia Giulia,,2020-03-27,-83,-37,-82,-77,-68,37
IT,Italy,Friuli-Venezia Giulia,,2020-03-28,-87,-47,-84,-77,-63,28
IT,Italy,Friuli-Venezia Giulia,,2020-03-29,-95,-94,-90,-83,-59,24
IT,Italy,Friuli-Venezia Giulia,,2020-03-30,-82,-44,-78,-77,-66,33
IT,Italy,Friuli-Venezia Giulia,,2020-03-31,-89,-37,-74,-73,-66,33
IT,Italy,Friuli-Venezia Giulia,,2020-04-01,-90,-36,-75,-73,-66,34
IT,Italy,Friuli-Venezia Giulia,,2020-04-02,-89,-35,-77,-74,-66,34
IT,Italy,Friuli-Venezia Giulia,,2020-04-03,-85,-29,-78,-75,-66,36
IT,Italy,Friuli-Venezia Giulia,,2020-04-04,-88,-42,-83,-75,-60,27
IT,Italy,Friuli-Venezia Giulia,,2020-04-05,-95,-94,-91,-83,-58,24
IT,Italy,Friuli-Venezia Giulia,,2020-04-06,-82,-35,-73,-73,-62,31
IT,Italy,Friuli-Venezia Giulia,,2020-04-07,-81,-32,-72,-72,-63,32
IT,Italy,Friuli-Venezia Giulia,,2020-04-08,-82,-32,-76,-73,-62,32
IT,Italy,Friuli-Venezia Giulia,,2020-04-09,-81,-25,-76,-72,-63,32
IT,Italy,Friuli-Venezia Giulia,,2020-04-10,-80,-16,-77,-72,-64,34
IT,Italy,Friuli-Venezia Giulia,,2020-04-11,-86,-36,-82,-74,-59,27
IT,Italy,Friuli-Venezia Giulia,,2020-04-12,-96,-95,-91,-85,-59,25
IT,Italy,Friuli-Venezia Giulia,,2020-04-13,-96,-96,-85,-89,-90,42
IT,Italy,Friuli-Venezia Giulia,,2020-04-14,-81,-36,-73,-71,-60,30
IT,Italy,Friuli-Venezia Giulia,,2020-04-15,-80,-31,-71,-70,-58,30
IT,Italy,Friuli-Venezia Giulia,,2020-04-16,-79,-30,-73,-70,-57,30
IT,Italy,Friuli-Venezia Giulia,,2020-04-17,-79,-25,-72,-69,-57,32
IT,Italy,Friuli-Venezia Giulia,,2020-04-18,-83,-40,-77,-69,-54,25
IT,Italy,Friuli-Venezia Giulia,,2020-04-19,-94,-93,-83,-77,-52,23
IT,Italy,Friuli-Venezia Giulia,,2020-04-20,-78,-42,-70,-70,-54,28
IT,Italy,Friuli-Venezia Giulia,,2020-04-21,-77,-38,-66,-67,-54,28
IT,Italy,Friuli-Venezia Giulia,,2020-04-22,-78,-37,-67,-67,-53,28
IT,Italy,Friuli-Venezia Giulia,,2020-04-23,-77,-31,-67,-67,-53,28
IT,Italy,Friuli-Venezia Giulia,,2020-04-24,-74,-12,-67,-65,-54,29
IT,Italy,Friuli-Venezia Giulia,,2020-04-25,-93,-93,-76,-78,-70,28
IT,Italy,Friuli-Venezia Giulia,,2020-04-26,-92,-91,-79,-74,-49,22
IT,Italy,Friuli-Venezia Giulia,,2020-04-27,-69,-22,-38,-60,-50,24
IT,Italy,Friuli-Venezia Giulia,,2020-04-28,-72,-28,-50,-60,-51,25
IT,Italy,Friuli-Venezia Giulia,,2020-04-29,-74,-29,-59,-64,-50,27
IT,Italy,Friuli-Venezia Giulia,,2020-04-30,-68,-10,-46,-59,-50,25
IT,Italy,Friuli-Venezia Giulia,,2020-05-01,-90,-91,-48,-76,-85,41
IT,Italy,Friuli-Venezia Giulia,,2020-05-02,-75,-27,-56,-61,-50,22
IT,Italy,Friuli-Venezia Giulia,,2020-05-03,-85,-85,-45,-55,-40,19
IT,Italy,Friuli-Venezia Giulia,,2020-05-04,-56,-19,-8,-46,-39,17
IT,Italy,Friuli-Venezia Giulia,,2020-05-05,-59,-21,-18,-47,-40,19
IT,Italy,Friuli-Venezia Giulia,,2020-05-06,-60,-23,-24,-49,-39,19
IT,Italy,Friuli-Venezia Giulia,,2020-05-07,-59,-23,-11,-47,-39,19
IT,Italy,Friuli-Venezia Giulia,,2020-05-08,-59,-16,-17,-47,-40,20
IT,Italy,Friuli-Venezia Giulia,,2020-05-09,-61,-20,-2,-39,-37,14
IT,Italy,Friuli-Venezia Giulia,,2020-05-10,-75,-85,-22,-41,-24,12
IT,Italy,Friuli-Venezia Giulia,,2020-05-11,-61,-29,-45,-56,-38,20
IT,Italy,Friuli-Venezia Giulia,,2020-05-12,-59,-23,-46,-53,-38,20
IT,Italy,Friuli-Venezia Giulia,,2020-05-13,-58,-20,-29,-47,-36,19
IT,Italy,Friuli-Venezia Giulia,,2020-05-14,-56,-19,-14,-45,-36,17
IT,Italy,Friuli-Venezia Giulia,,2020-05-15,-60,-18,-47,-52,-38,21
IT,Italy,Friuli-Venezia Giulia,,2020-05-16,-60,-17,-18,-41,-32,15
IT,Italy,Friuli-Venezia Giulia,,2020-05-17,-71,-84,-1,-38,-19,12
IT,Italy,Friuli-Venezia Giulia,,2020-05-18,-31,-15,13,-37,-31,13
IT,Italy,Friuli-Venezia Giulia,,2020-05-19,-38,-16,-28,-42,-32,15
IT,Italy,Friuli-Venezia Giulia,,2020-05-20,-33,-12,-2,-38,-31,14
IT,Italy,Friuli-Venezia Giulia,,2020-05-21,-32,-11,11,-36,-31,13
IT,Italy,Friuli-Venezia Giulia,,2020-05-22,-33,-8,7,-37,-32,14
IT,Italy,Friuli-Venezia Giulia,,2020-05-23,-34,-10,27,-27,-22,7
IT,Italy,Friuli-Venezia Giulia,,2020-05-24,-42,-50,32,-22,-6,5
IT,Italy,Friuli-Venezia Giulia,,2020-05-25,-29,-16,18,-36,-31,11
IT,Italy,Friuli-Venezia Giulia,,2020-05-26,-28,-12,14,-34,-29,12
IT,Italy,Friuli-Venezia Giulia,,2020-05-27,-28,-11,20,-35,-29,11
IT,Italy,Friuli-Venezia Giulia,,2020-05-28,-31,-11,-8,-38,-30,13
IT,Italy,Friuli-Venezia Giulia,,2020-05-29,-29,-8,14,-35,-30,12
IT,Italy,Lazio,,2020-02-15,4,-1,43,9,1,-2
IT,Italy,Lazio,,2020-02-16,6,1,37,8,1,-3
IT,Italy,Lazio,,2020-02-17,1,1,13,3,2,-1
IT,Italy,Lazio,,2020-02-18,2,0,11,2,1,0
IT,Italy,Lazio,,2020-02-19,-2,-3,-2,0,1,0
IT,Italy,Lazio,,2020-02-20,2,1,21,5,1,-1
IT,Italy,Lazio,,2020-02-21,1,0,21,6,1,-1
IT,Italy,Lazio,,2020-02-22,4,2,40,11,2,-2
IT,Italy,Lazio,,2020-02-23,1,8,28,9,2,-2
IT,Italy,Lazio,,2020-02-24,2,18,17,-3,-3,1
IT,Italy,Lazio,,2020-02-25,1,7,12,-7,-3,1
IT,Italy,Lazio,,2020-02-26,-8,-3,-7,-10,0,2
IT,Italy,Lazio,,2020-02-27,-4,0,0,-9,1,1
IT,Italy,Lazio,,2020-02-28,-3,0,5,-7,1,1
IT,Italy,Lazio,,2020-02-29,-2,0,13,-6,1,0
IT,Italy,Lazio,,2020-03-01,-17,-6,-40,-22,-3,3
IT,Italy,Lazio,,2020-03-02,-12,-7,-29,-13,1,2
IT,Italy,Lazio,,2020-03-03,-7,-1,-24,-14,0,2
IT,Italy,Lazio,,2020-03-04,-5,4,-8,-11,1,1
IT,Italy,Lazio,,2020-03-05,-10,6,-7,-22,-15,6
IT,Italy,Lazio,,2020-03-06,-16,2,-15,-26,-16,8
IT,Italy,Lazio,,2020-03-07,-18,4,-3,-23,-8,5
IT,Italy,Lazio,,2020-03-08,-23,4,11,-30,-8,4
IT,Italy,Lazio,,2020-03-09,-28,2,-24,-39,-25,11
IT,Italy,Lazio,,2020-03-10,-44,-2,-37,-52,-36,17
IT,Italy,Lazio,,2020-03-11,-53,-15,-38,-60,-44,21
IT,Italy,Lazio,,2020-03-12,-72,-25,-63,-70,-55,28
IT,Italy,Lazio,,2020-03-13,-77,-32,-69,-75,-60,31
IT,Italy,Lazio,,2020-03-14,-84,-43,-79,-77,-56,24
IT,Italy,Lazio,,2020-03-15,-90,-55,-82,-82,-55,22
IT,Italy,Lazio,,2020-03-16,-76,-39,-74,-79,-64,30
IT,Italy,Lazio,,2020-03-17,-79,-43,-77,-80,-67,32
IT,Italy,Lazio,,2020-03-18,-80,-46,-77,-81,-68,32
IT,Italy,Lazio,,2020-03-19,-80,-46,-79,-82,-69,33
IT,Italy,Lazio,,2020-03-20,-81,-45,-81,-81,-68,34
IT,Italy,Lazio,,2020-03-21,-86,-53,-86,-81,-61,26
IT,Italy,Lazio,,2020-03-22,-94,-76,-91,-87,-62,24
IT,Italy,Lazio,,2020-03-23,-80,-47,-84,-83,-71,33
IT,Italy,Lazio,,2020-03-24,-82,-49,-84,-84,-72,34
IT,Italy,Lazio,,2020-03-25,-83,-50,-84,-84,-73,35
IT,Italy,Lazio,,2020-03-26,-85,-55,-87,-86,-74,37
IT,Italy,Lazio,,2020-03-27,-83,-49,-85,-84,-72,37
IT,Italy,Lazio,,2020-03-28,-86,-53,-87,-82,-62,27
IT,Italy,Lazio,,2020-03-29,-94,-76,-90,-88,-62,24
IT,Italy,Lazio,,2020-03-30,-80,-47,-82,-83,-71,33
IT,Italy,Lazio,,2020-03-31,-90,-43,-82,-82,-72,34
IT,Italy,Lazio,,2020-04-01,-90,-43,-81,-82,-71,34
IT,Italy,Lazio,,2020-04-02,-90,-42,-81,-82,-72,35
IT,Italy,Lazio,,2020-04-03,-85,-40,-81,-82,-70,35
IT,Italy,Lazio,,2020-04-04,-88,-47,-84,-80,-60,26
IT,Italy,Lazio,,2020-04-05,-94,-71,-89,-87,-61,24
IT,Italy,Lazio,,2020-04-06,-82,-40,-80,-81,-69,32
IT,Italy,Lazio,,2020-04-07,-81,-39,-80,-81,-70,33
IT,Italy,Lazio,,2020-04-08,-81,-37,-80,-81,-69,33
IT,Italy,Lazio,,2020-04-09,-80,-33,-81,-81,-70,33
IT,Italy,Lazio,,2020-04-10,-80,-30,-80,-80,-70,34
IT,Italy,Lazio,,2020-04-11,-85,-41,-83,-78,-59,25
IT,Italy,Lazio,,2020-04-12,-96,-95,-91,-89,-67,25
IT,Italy,Lazio,,2020-04-13,-96,-94,-88,-92,-91,41
IT,Italy,Lazio,,2020-04-14,-82,-45,-84,-82,-69,33
IT,Italy,Lazio,,2020-04-15,-80,-39,-79,-79,-68,32
IT,Italy,Lazio,,2020-04-16,-79,-38,-79,-80,-68,33
IT,Italy,Lazio,,2020-04-17,-80,-37,-79,-80,-67,34
IT,Italy,Lazio,,2020-04-18,-84,-45,-83,-78,-55,25
IT,Italy,Lazio,,2020-04-19,-93,-74,-88,-86,-57,23
IT,Italy,Lazio,,2020-04-20,-80,-49,-84,-82,-67,32
IT,Italy,Lazio,,2020-04-21,-79,-43,-81,-80,-67,32
IT,Italy,Lazio,,2020-04-22,-82,-47,-83,-82,-67,33
IT,Italy,Lazio,,2020-04-23,-79,-39,-79,-79,-66,32
IT,Italy,Lazio,,2020-04-24,-76,-28,-76,-77,-65,32
IT,Italy,Lazio,,2020-04-25,-94,-92,-83,-84,-73,28
IT,Italy,Lazio,,2020-04-26,-89,-57,-84,-81,-51,22
IT,Italy,Lazio,,2020-04-27,-72,-32,-75,-76,-63,29
IT,Italy,Lazio,,2020-04-28,-76,-37,-78,-78,-64,29
IT,Italy,Lazio,,2020-04-29,-76,-34,-76,-77,-63,30
IT,Italy,Lazio,,2020-04-30,-72,-22,-74,-75,-62,29
IT,Italy,Lazio,,2020-05-01,-94,-92,-82,-89,-88,42
IT,Italy,Lazio,,2020-05-02,-77,-34,-77,-72,-49,23
IT,Italy,Lazio,,2020-05-03,-89,-63,-81,-80,-46,21
IT,Italy,Lazio,,2020-05-04,-60,-25,-45,-64,-53,21
IT,Italy,Lazio,,2020-05-05,-61,-26,-46,-65,-54,23
IT,Italy,Lazio,,2020-05-06,-62,-26,-43,-65,-53,23
IT,Italy,Lazio,,2020-05-07,-61,-26,-42,-65,-53,23
IT,Italy,Lazio,,2020-05-08,-62,-23,-40,-65,-52,24
IT,Italy,Lazio,,2020-05-09,-64,-25,-34,-57,-36,15
IT,Italy,Lazio,,2020-05-10,-73,-49,-46,-66,-29,13
IT,Italy,Lazio,,2020-05-11,-57,-28,-42,-63,-50,21
IT,Italy,Lazio,,2020-05-12,-57,-23,-40,-63,-50,22
IT,Italy,Lazio,,2020-05-13,-60,-26,-48,-64,-50,22
IT,Italy,Lazio,,2020-05-14,-58,-24,-43,-64,-49,21
IT,Italy,Lazio,,2020-05-15,-59,-20,-36,-63,-48,22
IT,Italy,Lazio,,2020-05-16,-61,-23,-36,-57,-30,14
IT,Italy,Lazio,,2020-05-17,-69,-43,-37,-63,-23,13
IT,Italy,Lazio,,2020-05-18,-39,-19,-29,-55,-43,17
IT,Italy,Lazio,,2020-05-19,-39,-16,-25,-55,-44,17
IT,Italy,Lazio,,2020-05-20,-44,-19,-42,-58,-44,18
IT,Italy,Lazio,,2020-05-21,-39,-14,-20,-54,-43,17
IT,Italy,Lazio,,2020-05-22,-40,-12,-15,-54,-42,17
IT,Italy,Lazio,,2020-05-23,-37,-13,5,-42,-18,7
IT,Italy,Lazio,,2020-05-24,-42,-28,-8,-51,-9,6
IT,Italy,Lazio,,2020-05-25,-34,-17,-21,-53,-41,15
IT,Italy,Lazio,,2020-05-26,-34,-14,-21,-53,-41,15
IT,Italy,Lazio,,2020-05-27,-34,-12,-20,-52,-40,15
IT,Italy,Lazio,,2020-05-28,-34,-12,-19,-51,-40,15
IT,Italy,Lazio,,2020-05-29,-46,-18,-49,-58,-41,17
IT,Italy,Liguria,,2020-02-15,3,2,41,8,1,-1
IT,Italy,Liguria,,2020-02-16,0,3,-10,2,-1,0
IT,Italy,Liguria,,2020-02-17,-5,-4,-20,-2,-2,1
IT,Italy,Liguria,,2020-02-18,1,1,19,3,0,0
IT,Italy,Liguria,,2020-02-19,-1,0,10,1,0,-1
IT,Italy,Liguria,,2020-02-20,1,2,20,4,-1,-1
IT,Italy,Liguria,,2020-02-21,7,7,50,6,0,-1
IT,Italy,Liguria,,2020-02-22,1,6,42,8,1,-1
IT,Italy,Liguria,,2020-02-23,-2,15,-8,-3,-3,1
IT,Italy,Liguria,,2020-02-24,-2,24,15,-13,-16,5
IT,Italy,Liguria,,2020-02-25,-8,4,9,-18,-16,6
IT,Italy,Liguria,,2020-02-26,-10,-4,2,-18,-16,6
IT,Italy,Liguria,,2020-02-27,-9,-4,5,-18,-16,6
IT,Italy,Liguria,,2020-02-28,1,2,66,-11,-14,4
IT,Italy,Liguria,,2020-02-29,-16,-4,-20,-21,-3,5
IT,Italy,Liguria,,2020-03-01,-22,-8,-42,-31,-9,6
IT,Italy,Liguria,,2020-03-02,-26,-23,-47,-30,-18,9
IT,Italy,Liguria,,2020-03-03,-1,4,22,-12,-12,4
IT,Italy,Liguria,,2020-03-04,-3,2,20,-11,-12,4
IT,Italy,Liguria,,2020-03-05,-20,-10,-36,-26,-15,8
IT,Italy,Liguria,,2020-03-06,-4,5,41,-15,-14,5
IT,Italy,Liguria,,2020-03-07,-13,3,32,-10,-3,3
IT,Italy,Liguria,,2020-03-08,-21,4,3,-18,-7,4
IT,Italy,Liguria,,2020-03-09,-31,-8,-42,-38,-22,11
IT,Italy,Liguria,,2020-03-10,-39,-2,-24,-42,-29,14
IT,Italy,Liguria,,2020-03-11,-50,-15,-41,-50,-36,18
IT,Italy,Liguria,,2020-03-12,-70,-26,-69,-64,-48,25
IT,Italy,Liguria,,2020-03-13,-73,-30,-67,-68,-54,28
IT,Italy,Liguria,,2020-03-14,-82,-43,-77,-72,-51,24
IT,Italy,Liguria,,2020-03-15,-88,-56,-81,-78,-52,21
IT,Italy,Liguria,,2020-03-16,-73,-39,-67,-69,-58,26
IT,Italy,Liguria,,2020-03-17,-75,-40,-67,-71,-61,27
IT,Italy,Liguria,,2020-03-18,-78,-44,-71,-73,-63,29
IT,Italy,Liguria,,2020-03-19,-78,-45,-73,-75,-64,30
IT,Italy,Liguria,,2020-03-20,-78,-39,-73,-75,-63,31
IT,Italy,Liguria,,2020-03-21,-86,-52,-87,-78,-57,26
IT,Italy,Liguria,,2020-03-22,-94,-78,-92,-85,-60,23
IT,Italy,Liguria,,2020-03-23,-78,-46,-80,-77,-67,30
IT,Italy,Liguria,,2020-03-24,-80,-48,-79,-77,-68,31
IT,Italy,Liguria,,2020-03-25,-82,-51,-83,-79,-69,32
IT,Italy,Liguria,,2020-03-26,-83,-54,-85,-81,-70,34
IT,Italy,Liguria,,2020-03-27,-81,-47,-80,-79,-69,34
IT,Italy,Liguria,,2020-03-28,-86,-53,-87,-80,-59,26
IT,Italy,Liguria,,2020-03-29,-94,-80,-91,-85,-60,23
IT,Italy,Liguria,,2020-03-30,-79,-48,-79,-77,-67,30
IT,Italy,Liguria,,2020-03-31,-89,-45,-77,-76,-68,31
IT,Italy,Liguria,,2020-04-01,-88,-43,-78,-75,-67,31
IT,Italy,Liguria,,2020-04-02,-88,-42,-78,-76,-67,32
IT,Italy,Liguria,,2020-04-03,-82,-39,-75,-76,-66,33
IT,Italy,Liguria,,2020-04-04,-87,-49,-86,-78,-57,26
IT,Italy,Liguria,,2020-04-05,-94,-78,-91,-84,-59,23
IT,Italy,Liguria,,2020-04-06,-79,-42,-77,-74,-65,29
IT,Italy,Liguria,,2020-04-07,-79,-40,-75,-75,-65,30
